id,key,value,type
6383185,name_type,Ave,tiger
6383185,reviewed,no,tiger
6383185,zip_left,98112,tiger
6383185,zip_right,98112,tiger
6383525,access,permissive,regular
6383525,highway,residential,regular
6383525,lanes,2,regular
6383525,maxspeed,25 mph,regular
6383525,name,East Spring Street,regular
6383525,oneway,no,regular
6383525,sidewalk,both,regular
6383525,surface,asphalt,regular
6383525,cfcc,A41,tiger
6383525,county,"King, WA",tiger
6383525,name_base,Spring,tiger
6383525,name_direction_prefix,E,tiger
6383525,name_type,St,tiger
6383525,zip_left,98122,tiger
6383525,zip_right,98122,tiger
6384350,highway,residential,regular
6384350,lanes,2,regular
6384350,maxspeed,25 mph,regular
6384350,name,East Thomas Street,regular
6384350,cfcc,A41,tiger
6384350,county,"King, WA",tiger
6384350,name_base,Thomas,tiger
6384350,name_direction_prefix,E,tiger
6384350,name_type,Street,tiger
6384350,zip_left,98112,tiger
6384350,zip_right,98102,tiger
6384359,highway,tertiary,regular
6384359,lanes,2,regular
6384359,maxspeed,30 mph,regular
6384359,name,East Thomas Street,regular
6384359,surface,asphalt,regular
6384359,cfcc,A41,tiger
6384359,county,"King, WA",tiger
6384359,name_base,Thomas,tiger
6384359,name_direction_prefix,E,tiger
6384359,name_type,St,tiger
6384359,zip_left,98112,tiger
6384359,zip_right,98112,tiger
6384373,highway,residential,regular
6384373,lanes,2,regular
6384373,maxspeed,25 mph,regular
6384373,name,East Thomas Street,regular
6384373,cfcc,A41,tiger
6384373,county,"King, WA",tiger
6384373,name_base,Thomas,tiger
6384373,name_direction_prefix,E,tiger
6384373,name_type,St,tiger
6384373,reviewed,no,tiger
6384373,zip_left,98112,tiger
6384373,zip_right,98112,tiger
6384942,highway,residential,regular
6384942,lanes,2,regular
6384942,maxspeed,25 mph,regular
6384942,name,Harvard Avenue East,regular
6384942,cfcc,A41,tiger
6384942,county,"King, WA",tiger
6384942,name_base,Harvard,tiger
6384942,name_direction_suffix,E,tiger
6384942,name_type,Ave,tiger
6384942,zip_left,98102,tiger
6384942,zip_right,98102,tiger
6386831,bicycle,yes,regular
6386831,cycleway,track,regular
6386831,foot,yes,regular
6386831,highway,cycleway,regular
6386837,highway,residential,regular
6386837,lanes,2,regular
6386837,maxspeed,25 mph,regular
6386837,name,20th Avenue East,regular
6386837,cfcc,A41,tiger
6386837,county,"King, WA",tiger
6386837,name_base,20th,tiger
6386837,name_direction_suffix,E,tiger
6386837,name_type,Ave,tiger
6386837,reviewed,no,tiger
6386837,zip_left,98112,tiger
6386837,zip_right,98112,tiger
6400834,highway,residential,regular
6400834,lanes,2,regular
6400834,maxspeed,25 mph,regular
6400834,name,10th Avenue East,regular
6400834,surface,asphalt,regular
6400834,cfcc,A41,tiger
6400834,county,"King, WA",tiger
6400834,name_base,10th,tiger
6400834,name_direction_suffix,E,tiger
6400834,name_type,Ave,tiger
6400834,zip_left,98102,tiger
6400834,zip_right,98102,tiger
6403874,highway,residential,regular
6403874,lanes,2,regular
6403874,maxspeed,25 mph,regular
6403874,name,14th Avenue East,regular
6403874,surface,asphalt,regular
6403874,cfcc,A41,tiger
6403874,county,"King, WA",tiger
6403874,name_base,14th,tiger
6403874,name_direction_suffix,E,tiger
6403874,name_type,Ave,tiger
6403874,zip_left,98112,tiger
6403874,zip_right,98112,tiger
6403883,highway,residential,regular
6403883,lanes,2,regular
6403883,maxspeed,25 mph,regular
6403883,name,14th Avenue East,regular
6403883,cfcc,A41,tiger
6403883,county,"King, WA",tiger
6403883,name_base,14th,tiger
6403883,name_direction_suffix,E,tiger
6403883,name_type,Ave,tiger
6403883,reviewed,yes,tiger
6403883,zip_left,98112,tiger
6403883,zip_right,98112,tiger
6411908,bicycle,designated,regular
6411908,cycleway,shared_lane,regular
6411908,highway,tertiary,regular
6411908,lanes,2,regular
6411908,maxspeed,30 mph,regular
6411908,name,12th Avenue East,regular
6411908,cfcc,A41,tiger
6411908,county,"King, WA",tiger
6411908,name_base,12th,tiger
6411908,name_direction_suffix,E,tiger
6411908,name_type,Ave,tiger
6411908,zip_left,98102,tiger
6411908,zip_right,98102,tiger
6415868,bicycle,designated,regular
6415868,cycleway,lane,regular
6415868,highway,secondary,regular
6415868,lanes,2,regular
6415868,maxspeed,30 mph,regular
6415868,name,East Pine Street,regular
6415868,cfcc,A41,tiger
6415868,county,"King, WA",tiger
6415868,name_base,Pine,tiger
6415868,name_direction_prefix,E,tiger
6415868,name_type,St,tiger
6415868,zip_left,98122,tiger
6415868,zip_right,98122,tiger
6419177,highway,residential,regular
6419177,lanes,2,regular
6419177,maxspeed,25 mph,regular
6419177,name,Coryell Court East,regular
6419177,surface,asphalt,regular
6419177,cfcc,A41,tiger
6419177,county,"King, WA",tiger
6419177,name_base,Coryell,tiger
6419177,name_direction_suffix,E,tiger
6419177,name_type,Ct,tiger
6419177,reviewed,no,tiger
6419177,zip_left,98112,tiger
6419177,zip_right,98112,tiger
6430729,highway,residential,regular
6430729,lanes,2,regular
6430729,maxspeed,25 mph,regular
6430729,name,East Howell Street,regular
6430729,surface,paved,regular
6430729,cfcc,A41,tiger
6430729,county,"King, WA",tiger
6430729,name_base,Howell,tiger
6430729,name_direction_prefix,E,tiger
6430729,name_type,St,tiger
6430729,zip_left,98122,tiger
6430729,zip_right,98122,tiger
6430733,highway,residential,regular
6430733,lanes,2,regular
6430733,maxspeed,25 mph,regular
6430733,name,East Howell Street,regular
6430733,cfcc,A41,tiger
6430733,county,"King, WA",tiger
6430733,name_base,Howell,tiger
6430733,name_direction_prefix,E,tiger
6430733,name_type,Street,tiger
6430733,zip_left,98122,tiger
6430733,zip_right,98122,tiger
6430737,highway,residential,regular
6430737,lanes,2,regular
6430737,maxspeed,25 mph,regular
6430737,name,East Howell Street,regular
6430737,cfcc,A41,tiger
6430737,county,"King, WA",tiger
6430737,name_base,Howell,tiger
6430737,name_direction_prefix,E,tiger
6430737,name_type,Street,tiger
6430737,zip_left,98122,tiger
6430737,zip_right,98122,tiger
6438604,highway,residential,regular
6438604,lanes,2,regular
6438604,maxspeed,25 mph,regular
6438604,name,Harvard Avenue,regular
6438604,old_name,15th Street,regular
6438604,cfcc,A41,tiger
6438604,county,"King, WA",tiger
6438604,name_base,Harvard,tiger
6438604,name_type,Ave,tiger
6438604,zip_left,98122,tiger
6438604,zip_right,98122,tiger
6440348,highway,residential,regular
6440348,lanes,2,regular
6440348,maxspeed,25 mph,regular
6440348,name,17th Avenue,regular
6440348,sidewalk,both,regular
6440348,surface,paved,regular
6440348,cfcc,A41,tiger
6440348,county,"King, WA",tiger
6440348,name_base,17th,tiger
6440348,name_type,Ave,tiger
6440348,reviewed,no,tiger
6440348,zip_left,98122,tiger
6440348,zip_right,98122,tiger
6440371,highway,residential,regular
6440371,lanes,2,regular
6440371,maxspeed,25 mph,regular
6440371,name,17th Avenue,regular
6440371,cfcc,A41,tiger
6440371,county,"King, WA",tiger
6440371,name_base,17th,tiger
6440371,name_type,Ave,tiger
6440371,zip_left,98122,tiger
6440371,zip_right,98122,tiger
6444579,highway,service,regular
6444579,lanes,1,regular
6444579,maxspeed,15 mph,regular
6444579,name,Crawford Place,regular
6444579,service,alley,regular
6444677,highway,living_street,regular
6444677,lanes,2,regular
6444677,maxspeed,25 mph,regular
6444677,name,21st Avenue East,regular
6444677,oneway,no,regular
6444677,cfcc,A41,tiger
6444677,county,"King, WA",tiger
6444677,name_base,21st,tiger
6444677,name_direction_suffix,E,tiger
6444677,name_type,Ave,tiger
6444677,reviewed,no,tiger
6444677,zip_left,98112,tiger
6444677,zip_right,98112,tiger
6445232,highway,residential,regular
6445232,lanes,2,regular
6445232,maxspeed,25 mph,regular
6445232,name,East Jansen Court,regular
6445232,cfcc,A41,tiger
6445232,county,"King, WA",tiger
6445232,name_base,Jansen,tiger
6445232,name_direction_prefix,E,tiger
6445232,name_type,Ct,tiger
6445232,reviewed,no,tiger
6445232,zip_left,98112,tiger
6445232,zip_right,98112,tiger
6447445,highway,residential,regular
6447445,lanes,2,regular
6447445,maxspeed,25 mph,regular
6447445,name,East Pike Street,regular
6447445,cfcc,A41,tiger
6447445,county,"King, WA",tiger
6447445,name_base,Pike,tiger
6447445,name_direction_prefix,E,tiger
6447445,name_type,St,tiger
6447445,reviewed,no,tiger
6447445,zip_left,98122,tiger
6447445,zip_right,98122,tiger
6447455,highway,secondary,regular
6447455,lanes,2,regular
6447455,maxspeed,30 mph,regular
6447455,name,East Pike Street,regular
6447455,cfcc,A41,tiger
6447455,county,"King, WA",tiger
6447455,name_base,Pike,tiger
6447455,name_direction_prefix,E,tiger
6447455,name_type,St,tiger
6447455,zip_left,98122,tiger
6447455,zip_right,98122,tiger
6447971,highway,residential,regular
6447971,lanes,2,regular
6447971,maxspeed,25 mph,regular
6447971,name,20th Avenue,regular
6447971,cfcc,A41,tiger
6447971,county,"King, WA",tiger
6447971,name_base,20th,tiger
6447971,name_type,Ave,tiger
6447971,zip_left,98122,tiger
6447971,zip_right,98122,tiger
6456052,highway,residential,regular
6456052,lanes,2,regular
6456052,maxspeed,25 mph,regular
6456052,name,10th Avenue,regular
6456052,cfcc,A41,tiger
6456052,county,"King, WA",tiger
6456052,name_base,10th,tiger
6456052,name_type,Ave,tiger
6456052,zip_left,98122,tiger
6456052,zip_right,98122,tiger
6457203,bicycle,designated,regular
6457203,cycleway,shared_lane,regular
6457203,highway,tertiary,regular
6457203,lanes,2,regular
6457203,maxspeed,30 mph,regular
6457203,name,15th Avenue East,regular
6457203,cfcc,A41,tiger
6457203,county,"King, WA",tiger
6457203,name_base,15th,tiger
6457203,name_direction_suffix,E,tiger
6457203,name_type,Ave,tiger
6457203,reviewed,no,tiger
6457203,zip_left,98112,tiger
6457203,zip_right,98112,tiger
6459047,highway,residential,regular
6459047,lanes,2,regular
6459047,maxspeed,25 mph,regular
6459047,name,East Glen Street,regular
6459047,surface,asphalt,regular
6459047,cfcc,A41,tiger
6459047,county,"King, WA",tiger
6459047,name_base,Glen,tiger
6459047,name_direction_prefix,E,tiger
6459047,name_type,St,tiger
6459047,reviewed,no,tiger
6459047,zip_left,98112,tiger
6459047,zip_right,98112,tiger
6460085,highway,secondary,regular
6460085,lanes,4,regular
6460085,maxspeed,30 mph,regular
6460085,name,23rd Avenue East,regular
6460085,old_ref,WA 513 (Old SSH 1J),regular
6460085,cfcc,A41,tiger
6460085,county,"King, WA",tiger
6460085,name_base,23rd,tiger
6460085,name_direction_suffix,E,tiger
6460085,name_type,Ave,tiger
6460085,reviewed,yes,tiger
6460085,zip_left,98112,tiger
6460085,zip_right,98112,tiger
6461453,highway,residential,regular
6461453,lanes,2,regular
6461453,maxspeed,25 mph,regular
6461453,name,Boylston Avenue,regular
6461453,cfcc,A41,tiger
6461453,county,"King, WA",tiger
6461453,name_base,Boylston,tiger
6461453,name_type,Avenue,tiger
6461453,zip_left,98122,tiger
6461453,zip_right,98122,tiger
6461456,bicycle,yes,regular
6461456,cycleway,shared_lane,regular
6461456,foot,yes,regular
6461456,highway,pedestrian,regular
6461456,motor_vehicle,no,regular
6461456,name,Boylston Avenue,regular
6461456,old_name,14th Street,regular
6461456,surface,paved,regular
6461456,cfcc,A41,tiger
6461456,county,"King, WA",tiger
6461456,name_base,Boylston,tiger
6461456,name_type,Ave,tiger
6461456,zip_left,98101,tiger
6461456,zip_right,98101,tiger
6462029,highway,residential,regular
6462029,lanes,2,regular
6462029,maxspeed,25 mph,regular
6462029,name,University Street,regular
6462029,surface,asphalt,regular
6462029,cfcc,A41,tiger
6462029,county,"King, WA",tiger
6462029,name_base,University,tiger
6462029,name_type,Street,tiger
6462029,zip_left,98101,tiger
6462029,zip_right,98101,tiger
6463008,highway,residential,regular
6463008,lanes,2,regular
6463008,maxspeed,25 mph,regular
6463008,name,East John Street,regular
6463008,cfcc,A41,tiger
6463008,county,"King, WA",tiger
6463008,name_base,John,tiger
6463008,name_direction_prefix,E,tiger
6463008,name_type,Street,tiger
6463008,zip_left,98102,tiger
6463008,zip_right,98102,tiger
6463013,highway,tertiary,regular
6463013,lanes,2,regular
6463013,maxspeed,30 mph,regular
6463013,name,East John Street,regular
6463013,surface,asphalt,regular
6463013,cfcc,A41,tiger
6463013,county,"King, WA",tiger
6463013,name_base,John,tiger
6463013,name_direction_prefix,E,tiger
6463013,name_type,St,tiger
6463013,zip_left,98102,tiger
6463013,zip_right,98102,tiger
6463017,highway,residential,regular
6463017,lanes,2,regular
6463017,maxspeed,25 mph,regular
6463017,name,East John Street,regular
6463017,surface,asphalt,regular
6463017,cfcc,A41,tiger
6463017,county,"King, WA",tiger
6463017,name_base,John,tiger
6463017,name_direction_prefix,E,tiger
6463017,name_type,St,tiger
6463017,reviewed,no,tiger
6463017,zip_left,98112,tiger
6463017,zip_right,98112,tiger
6463027,highway,residential,regular
6463027,lanes,2,regular
6463027,maxspeed,25 mph,regular
6463027,name,East John Court,regular
6463027,surface,asphalt,regular
6463027,cfcc,A51,tiger
6463027,county,"King, WA",tiger
6463027,name_base,John,tiger
6463027,name_direction_prefix,E,tiger
6463027,name_type,Ct,tiger
6463035,highway,residential,regular
6463035,lanes,2,regular
6463035,maxspeed,25 mph,regular
6463035,name,East John Street,regular
6463035,cfcc,A41,tiger
6463035,county,"King, WA",tiger
6463035,name_base,John,tiger
6463035,name_direction_prefix,E,tiger
6463035,name_type,St,tiger
6463035,reviewed,yes,tiger
6463035,zip_left,98112,tiger
6463035,zip_right,98112,tiger
6464042,highway,residential,regular
6464042,lanes,2,regular
6464042,maxspeed,25 mph,regular
6464042,name,17th Avenue East,regular
6464042,surface,asphalt,regular
6464042,cfcc,A41,tiger
6464042,county,"King, WA",tiger
6464042,name_base,17th,tiger
6464042,name_direction_suffix,E,tiger
6464042,name_type,Ave,tiger
6464042,reviewed,no,tiger
6464042,zip_left,98112,tiger
6464042,zip_right,98112,tiger
6464126,highway,residential,regular
6464126,lanes,2,regular
6464126,maxspeed,25 mph,regular
6464126,name,East Marion Street,regular
6464126,cfcc,A41,tiger
6464126,county,"King, WA",tiger
6464126,name_base,Marion,tiger
6464126,name_direction_prefix,E,tiger
6464126,name_type,St,tiger
6464126,zip_left,98122,tiger
6464126,zip_right,98122,tiger
6464138,highway,residential,regular
6464138,lanes,2,regular
6464138,maxspeed,25 mph,regular
6464138,name,East Marion Street,regular
6464138,cfcc,A41,tiger
6464138,county,"King, WA",tiger
6464138,name_base,Marion,tiger
6464138,name_direction_prefix,E,tiger
6464138,name_type,St,tiger
6464138,zip_left,98122,tiger
6464138,zip_right,98122,tiger
6469837,highway,residential,regular
6469837,lanes,2,regular
6469837,maxspeed,25 mph,regular
6469837,name,Malden Avenue East,regular
6469837,cfcc,A41,tiger
6469837,county,"King, WA",tiger
6469837,name_base,Malden,tiger
6469837,name_direction_suffix,E,tiger
6469837,name_type,Ave,tiger
6469837,zip_left,98112,tiger
6469837,zip_right,98112,tiger
6474762,highway,tertiary,regular
6474762,lanes,2,regular
6474762,maxspeed,30 mph,regular
6474762,name,East Denny Way,regular
6474762,cfcc,A41,tiger
6474762,county,"King, WA",tiger
6474762,name_base,Denny,tiger
6474762,name_direction_prefix,E,tiger
6474762,name_type,Way,tiger
6474762,zip_left,98122,tiger
6474762,zip_right,98122,tiger
6475815,highway,secondary,regular
6475815,lanes,4,regular
6475815,maxspeed,30 mph,regular
6475815,name,East Madison Street,regular
6475815,old_ref,WA 513 (Old SSH 1J),regular
6475815,sidewalk,both,regular
6475815,cfcc,A41,tiger
6475815,county,"King, WA",tiger
6475815,name_base,Madison,tiger
6475815,name_direction_prefix,E,tiger
6475815,name_type,St,tiger
6475815,zip_left,98122,tiger
6475815,zip_right,98122,tiger
6476313,bicycle,designated,regular
6476313,cycleway,shared_lane,regular
6476313,highway,tertiary,regular
6476313,lanes,2,regular
6476313,maxspeed,30 mph,regular
6476313,name,14th Avenue,regular
6476313,cfcc,A41,tiger
6476313,county,"King, WA",tiger
6476313,name_base,14th,tiger
6476313,name_type,Ave,tiger
6476313,zip_left,98122,tiger
6476313,zip_right,98122,tiger
6476327,highway,tertiary,regular
6476327,lanes,2,regular
6476327,maxspeed,30 mph,regular
6476327,name,14th Avenue,regular
6476327,sidewalk,both,regular
6476327,cfcc,A41,tiger
6476327,county,"King, WA",tiger
6476327,name_base,14th,tiger
6476327,name_type,Ave,tiger
6476327,zip_left,98122,tiger
6476327,zip_right,98122,tiger
6479778,highway,residential,regular
6479778,lanes,2,regular
6479778,maxspeed,25 mph,regular
6479778,name,Summit Avenue East,regular
6479778,cfcc,A41,tiger
6479778,county,"King, WA",tiger
6479778,name_base,Summit,tiger
6479778,name_direction_suffix,E,tiger
6479778,name_type,Avenue,tiger
6479778,zip_left,98102,tiger
6479778,zip_right,98102,tiger
6481166,bicycle,designated,regular
6481166,cycleway,shared_lane,regular
6481166,highway,residential,regular
6481166,lanes,2,regular
6481166,maxspeed,25 mph,regular
6481166,name,19th Avenue,regular
6481166,cfcc,A41,tiger
6481166,county,"King, WA",tiger
6481166,name_base,19th,tiger
6481166,name_type,Ave,tiger
6481166,zip_left,98122,tiger
6481166,zip_right,98122,tiger
6481166,traffic_calming,chicane,regular
6486416,highway,residential,regular
6486416,lanes,2,regular
6486416,maxspeed,25 mph,regular
6486416,name,24th Avenue East,regular
6486416,cfcc,A41,tiger
6486416,county,"King, WA",tiger
6486416,name_base,24th,tiger
6486416,name_direction_suffix,E,tiger
6486416,name_type,Ave,tiger
6486416,reviewed,yes,tiger
6486416,zip_left,98112,tiger
6486416,zip_right,98112,tiger
6501701,highway,residential,regular
6501701,lanes,2,regular
6501701,maxspeed,25 mph,regular
6501701,name,East Seneca Street,regular
6501701,cfcc,A41,tiger
6501701,county,"King, WA",tiger
6501701,name_base,Seneca,tiger
6501701,name_direction_prefix,E,tiger
6501701,name_type,St,tiger
6501701,zip_left,98122,tiger
6501701,zip_right,98122,tiger
6505136,cycleway,shared_lane,regular
6505136,highway,residential,regular
6505136,lanes,2,regular
6505136,maxspeed,25 mph,regular
6505136,name,16th Avenue East,regular
6505136,cfcc,A41,tiger
6505136,county,"King, WA",tiger
6505136,name_base,16th,tiger
6505136,name_direction_suffix,E,tiger
6505136,name_type,Ave,tiger
6505136,reviewed,no,tiger
6505136,zip_left,98112,tiger
6505136,zip_right,98112,tiger
6511393,highway,residential,regular
6511393,lanes,2,regular
6511393,maxspeed,25 mph,regular
6511393,name,Summit Avenue,regular
6511393,cfcc,A41,tiger
6511393,county,"King, WA",tiger
6511393,name_base,Summit,tiger
6511393,name_type,Avenue,tiger
6511393,zip_left,98122,tiger
6511393,zip_right,98122,tiger
6511397,highway,residential,regular
6511397,lanes,2,regular
6511397,maxspeed,25 mph,regular
6511397,name,Summit Avenue,regular
6511397,old_name,13th Street,regular
6511397,surface,paved,regular
6511397,cfcc,A41,tiger
6511397,county,"King, WA",tiger
6511397,name_base,Summit,tiger
6511397,name_type,Ave,tiger
6511397,zip_left,98101,tiger
6511397,zip_right,98101,tiger
6512920,highway,residential,regular
6512920,lanes,2,regular
6512920,maxspeed,25 mph,regular
6512920,name,18th Avenue,regular
6512920,cfcc,A41,tiger
6512920,county,"King, WA",tiger
6512920,name_base,18th,tiger
6512920,name_type,Ave,tiger
6512920,zip_left,98122,tiger
6512920,zip_right,98122,tiger
6513783,highway,residential,regular
6513783,lanes,2,regular
6513783,maxspeed,25 mph,regular
6513783,name,18th Avenue East,regular
6513783,cfcc,A41,tiger
6513783,county,"King, WA",tiger
6513783,name_base,18th,tiger
6513783,name_direction_suffix,E,tiger
6513783,name_type,Ave,tiger
6513783,reviewed,no,tiger
6513783,zip_left,98112,tiger
6513783,zip_right,98112,tiger
6521205,highway,secondary,regular
6521205,lanes,4,regular
6521205,maxspeed,30 mph,regular
6521205,name,East Olive Way,regular
6521205,surface,concrete,regular
6521205,cfcc,A41,tiger
6521205,county,"King, WA",tiger
